,REF_DATE,GEO,Labour_characteristics,NOC,Sex,VALUE,lat,long
3351,2021-01,Quebec,Full-time,"Care providers and educational, legal and public protection support occupations",Both sexes,21.6,53.0,-70.0
3352,2021-01,Quebec,Full-time,"Care providers and educational, legal and public protection support occupations",Males,4.2,53.0,-70.0
3353,2021-01,Quebec,Full-time,"Care providers and educational, legal and public protection support occupations",Females,17.4,53.0,-70.0
3354,2021-01,Quebec,Full-time,"Occupations in art, culture, recreation and sport",Both sexes,91.8,53.0,-70.0
3355,2021-01,Quebec,Full-time,"Occupations in art, culture, recreation and sport",Males,48.6,53.0,-70.0
3356,2021-01,Quebec,Full-time,"Occupations in art, culture, recreation and sport",Females,43.2,53.0,-70.0
3357,2021-01,Quebec,Full-time,Professional occupations in art and culture,Both sexes,32.3,53.0,-70.0
3358,2021-01,Quebec,Full-time,Professional occupations in art and culture,Males,13.6,53.0,-70.0
3359,2021-01,Quebec,Full-time,Professional occupations in art and culture,Females,18.7,53.0,-70.0
3360,2021-01,Quebec,Full-time,"Technical occupations in art, culture, recreation and sport",Both sexes,59.5,53.0,-70.0
3361,2021-01,Quebec,Full-time,"Technical occupations in art, culture, recreation and sport",Males,35.0,53.0,-70.0
3362,2021-01,Quebec,Full-time,"Technical occupations in art, culture, recreation and sport",Females,24.5,53.0,-70.0
3363,2021-01,Quebec,Full-time,Sales and service occupations,Both sexes,531.0,53.0,-70.0
3364,2021-01,Quebec,Full-time,Sales and service occupations,Males,277.5,53.0,-70.0
3365,2021-01,Quebec,Full-time,Sales and service occupations,Females,253.5,53.0,-70.0
3366,2021-01,Quebec,Full-time,Retail sales supervisors and specialized sales occupations,Both sexes,108.0,53.0,-70.0
3367,2021-01,Quebec,Full-time,Retail sales supervisors and specialized sales occupations,Males,57.6,53.0,-70.0
3368,2021-01,Quebec,Full-time,Retail sales supervisors and specialized sales occupations,Females,50.4,53.0,-70.0
3369,2021-01,Quebec,Full-time,Service supervisors and specialized service occupations,Both sexes,71.0,53.0,-70.0
3370,2021-01,Quebec,Full-time,Service supervisors and specialized service occupations,Males,27.7,53.0,-70.0
3371,2021-01,Quebec,Full-time,Service supervisors and specialized service occupations,Females,43.3,53.0,-70.0
3372,2021-01,Quebec,Full-time,Sales representatives and salespersons - wholesale and retail trade,Both sexes,100.8,53.0,-70.0
3373,2021-01,Quebec,Full-time,Sales representatives and salespersons - wholesale and retail trade,Males,60.4,53.0,-70.0
3374,2021-01,Quebec,Full-time,Sales representatives and salespersons - wholesale and retail trade,Females,40.3,53.0,-70.0
3375,2021-01,Quebec,Full-time,Service representatives and other customer and personal services occupations,Both sexes,100.3,53.0,-70.0
3376,2021-01,Quebec,Full-time,Service representatives and other customer and personal services occupations,Males,41.1,53.0,-70.0
3377,2021-01,Quebec,Full-time,Service representatives and other customer and personal services occupations,Females,59.2,53.0,-70.0
3378,2021-01,Quebec,Full-time,Sales support occupations,Both sexes,43.9,53.0,-70.0
3379,2021-01,Quebec,Full-time,Sales support occupations,Males,20.7,53.0,-70.0
3380,2021-01,Quebec,Full-time,Sales support occupations,Females,23.2,53.0,-70.0
3381,2021-01,Quebec,Full-time,"Service support and other service occupations, n.e.c.",Both sexes,107.0,53.0,-70.0
3382,2021-01,Quebec,Full-time,"Service support and other service occupations, n.e.c.",Males,69.9,53.0,-70.0
3383,2021-01,Quebec,Full-time,"Service support and other service occupations, n.e.c.",Females,37.1,53.0,-70.0
3384,2021-01,Quebec,Full-time,"Trades, transport and equipment operators and related occupations",Both sexes,475.2,53.0,-70.0
3385,2021-01,Quebec,Full-time,"Trades, transport and equipment operators and related occupations",Males,447.7,53.0,-70.0
3386,2021-01,Quebec,Full-time,"Trades, transport and equipment operators and related occupations",Females,27.6,53.0,-70.0
3387,2021-01,Quebec,Full-time,"Industrial, electrical and construction trades",Both sexes,151.2,53.0,-70.0
3388,2021-01,Quebec,Full-time,"Industrial, electrical and construction trades",Males,140.2,53.0,-70.0
3389,2021-01,Quebec,Full-time,"Industrial, electrical and construction trades",Females,10.9,53.0,-70.0
3390,2021-01,Quebec,Full-time,Maintenance and equipment operation trades,Both sexes,125.3,53.0,-70.0
3391,2021-01,Quebec,Full-time,Maintenance and equipment operation trades,Males,121.2,53.0,-70.0
3392,2021-01,Quebec,Full-time,Maintenance and equipment operation trades,Females,4.2,53.0,-70.0
3393,2021-01,Quebec,Full-time,"Other installers, repairers and servicers and material handlers",Both sexes,52.6,53.0,-70.0
3394,2021-01,Quebec,Full-time,"Other installers, repairers and servicers and material handlers",Males,50.0,53.0,-70.0
3395,2021-01,Quebec,Full-time,"Other installers, repairers and servicers and material handlers",Females,2.6,53.0,-70.0
3396,2021-01,Quebec,Full-time,Transport and heavy equipment operation and related maintenance occupations,Both sexes,122.0,53.0,-70.0
3397,2021-01,Quebec,Full-time,Transport and heavy equipment operation and related maintenance occupations,Males,115.3,53.0,-70.0
3398,2021-01,Quebec,Full-time,Transport and heavy equipment operation and related maintenance occupations,Females,6.8,53.0,-70.0
3399,2021-01,Quebec,Full-time,"Trades helpers, construction labourers and related occupations",Both sexes,24.1,53.0,-70.0
3400,2021-01,Quebec,Full-time,"Trades helpers, construction labourers and related occupations",Males,21.0,53.0,-70.0
3401,2021-01,Quebec,Full-time,"Trades helpers, construction labourers and related occupations",Females,3.1,53.0,-70.0
3402,2021-01,Quebec,Full-time,"Natural resources, agriculture and related production occupations",Both sexes,45.7,53.0,-70.0
3403,2021-01,Quebec,Full-time,"Natural resources, agriculture and related production occupations",Males,33.9,53.0,-70.0
3404,2021-01,Quebec,Full-time,"Natural resources, agriculture and related production occupations",Females,11.8,53.0,-70.0
3405,2021-01,Quebec,Full-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Both sexes,21.1,53.0,-70.0
3406,2021-01,Quebec,Full-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Males,17.1,53.0,-70.0
3407,2021-01,Quebec,Full-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Females,4.0,53.0,-70.0
3408,2021-01,Quebec,Full-time,"Workers in natural resources, agriculture and related production",Both sexes,17.1,53.0,-70.0
3409,2021-01,Quebec,Full-time,"Workers in natural resources, agriculture and related production",Males,10.4,53.0,-70.0
3410,2021-01,Quebec,Full-time,"Workers in natural resources, agriculture and related production",Females,6.7,53.0,-70.0
3411,2021-01,Quebec,Full-time,"Harvesting, landscaping and natural resources labourers",Both sexes,7.5,53.0,-70.0
3412,2021-01,Quebec,Full-time,"Harvesting, landscaping and natural resources labourers",Males,6.4,53.0,-70.0
3413,2021-01,Quebec,Full-time,"Harvesting, landscaping and natural resources labourers",Females,,53.0,-70.0
3414,2021-01,Quebec,Full-time,Occupations in manufacturing and utilities,Both sexes,211.6,53.0,-70.0
3415,2021-01,Quebec,Full-time,Occupations in manufacturing and utilities,Males,168.3,53.0,-70.0
3416,2021-01,Quebec,Full-time,Occupations in manufacturing and utilities,Females,43.3,53.0,-70.0
3417,2021-01,Quebec,Full-time,"Processing, manufacturing and utilities supervisors and central control operators",Both sexes,39.1,53.0,-70.0
3418,2021-01,Quebec,Full-time,"Processing, manufacturing and utilities supervisors and central control operators",Males,33.5,53.0,-70.0
3419,2021-01,Quebec,Full-time,"Processing, manufacturing and utilities supervisors and central control operators",Females,5.5,53.0,-70.0
3420,2021-01,Quebec,Full-time,Processing and manufacturing machine operators and related production workers,Both sexes,89.2,53.0,-70.0
3421,2021-01,Quebec,Full-time,Processing and manufacturing machine operators and related production workers,Males,68.7,53.0,-70.0
3422,2021-01,Quebec,Full-time,Processing and manufacturing machine operators and related production workers,Females,20.6,53.0,-70.0
3423,2021-01,Quebec,Full-time,Assemblers in manufacturing,Both sexes,51.7,53.0,-70.0
3424,2021-01,Quebec,Full-time,Assemblers in manufacturing,Males,44.1,53.0,-70.0
3425,2021-01,Quebec,Full-time,Assemblers in manufacturing,Females,7.5,53.0,-70.0
3426,2021-01,Quebec,Full-time,"Labourers in processing, manufacturing and utilities",Both sexes,31.7,53.0,-70.0
3427,2021-01,Quebec,Full-time,"Labourers in processing, manufacturing and utilities",Males,22.0,53.0,-70.0
3428,2021-01,Quebec,Full-time,"Labourers in processing, manufacturing and utilities",Females,9.7,53.0,-70.0
3429,2021-01,Quebec,Full-time,Unclassified occupations,Both sexes,,53.0,-70.0
3430,2021-01,Quebec,Full-time,Unclassified occupations,Males,,53.0,-70.0
3431,2021-01,Quebec,Full-time,Unclassified occupations,Females,,53.0,-70.0
3432,2021-01,Quebec,Part-time,Total Employment,Both sexes,683.8,53.0,-70.0
3433,2021-01,Quebec,Part-time,Total Employment,Males,284.2,53.0,-70.0
3434,2021-01,Quebec,Part-time,Total Employment,Females,399.7,53.0,-70.0
3435,2021-01,Quebec,Part-time,Management occupations,Both sexes,19.8,53.0,-70.0
3436,2021-01,Quebec,Part-time,Management occupations,Males,15.6,53.0,-70.0
3437,2021-01,Quebec,Part-time,Management occupations,Females,4.2,53.0,-70.0
3438,2021-01,Quebec,Part-time,Senior management occupations,Both sexes,,53.0,-70.0
3439,2021-01,Quebec,Part-time,Senior management occupations,Males,,53.0,-70.0
3440,2021-01,Quebec,Part-time,Senior management occupations,Females,,53.0,-70.0
3441,2021-01,Quebec,Part-time,Specialized middle management occupations -,Both sexes,2.4,53.0,-70.0
3442,2021-01,Quebec,Part-time,Specialized middle management occupations -,Males,1.9,53.0,-70.0
3443,2021-01,Quebec,Part-time,Specialized middle management occupations -,Females,,53.0,-70.0
3444,2021-01,Quebec,Part-time,Middle management occupations in retail and wholesale trade and customer services,Both sexes,7.6,53.0,-70.0
3445,2021-01,Quebec,Part-time,Middle management occupations in retail and wholesale trade and customer services,Males,5.8,53.0,-70.0
3446,2021-01,Quebec,Part-time,Middle management occupations in retail and wholesale trade and customer services,Females,1.9,53.0,-70.0
3447,2021-01,Quebec,Part-time,"Middle management occupations in trades, transportation, production and utilities -",Both sexes,8.4,53.0,-70.0
3448,2021-01,Quebec,Part-time,"Middle management occupations in trades, transportation, production and utilities -",Males,7.9,53.0,-70.0
3449,2021-01,Quebec,Part-time,"Middle management occupations in trades, transportation, production and utilities -",Females,,53.0,-70.0
3450,2021-01,Quebec,Part-time,"Business, finance and administration occupations",Both sexes,77.6,53.0,-70.0
3451,2021-01,Quebec,Part-time,"Business, finance and administration occupations",Males,25.0,53.0,-70.0
3452,2021-01,Quebec,Part-time,"Business, finance and administration occupations",Females,52.7,53.0,-70.0
3453,2021-01,Quebec,Part-time,Professional occupations in business and finance,Both sexes,17.6,53.0,-70.0
3454,2021-01,Quebec,Part-time,Professional occupations in business and finance,Males,12.0,53.0,-70.0
3455,2021-01,Quebec,Part-time,Professional occupations in business and finance,Females,5.7,53.0,-70.0
3456,2021-01,Quebec,Part-time,Administrative and financial supervisors and administrative occupations,Both sexes,23.6,53.0,-70.0
3457,2021-01,Quebec,Part-time,Administrative and financial supervisors and administrative occupations,Males,3.4,53.0,-70.0
3458,2021-01,Quebec,Part-time,Administrative and financial supervisors and administrative occupations,Females,20.3,53.0,-70.0
3459,2021-01,Quebec,Part-time,"Finance, insurance and related business administrative occupations",Both sexes,10.0,53.0,-70.0
3460,2021-01,Quebec,Part-time,"Finance, insurance and related business administrative occupations",Males,,53.0,-70.0
3461,2021-01,Quebec,Part-time,"Finance, insurance and related business administrative occupations",Females,9.4,53.0,-70.0
3462,2021-01,Quebec,Part-time,Office support occupations,Both sexes,14.7,53.0,-70.0
3463,2021-01,Quebec,Part-time,Office support occupations,Males,3.3,53.0,-70.0
3464,2021-01,Quebec,Part-time,Office support occupations,Females,11.4,53.0,-70.0
3465,2021-01,Quebec,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Both sexes,11.6,53.0,-70.0
3466,2021-01,Quebec,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Males,5.7,53.0,-70.0
3467,2021-01,Quebec,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Females,5.9,53.0,-70.0
3468,2021-01,Quebec,Part-time,Natural and applied sciences and related occupations,Both sexes,20.0,53.0,-70.0
3469,2021-01,Quebec,Part-time,Natural and applied sciences and related occupations,Males,15.9,53.0,-70.0
3470,2021-01,Quebec,Part-time,Natural and applied sciences and related occupations,Females,4.1,53.0,-70.0
3471,2021-01,Quebec,Part-time,Professional occupations in natural and applied sciences,Both sexes,12.3,53.0,-70.0
3472,2021-01,Quebec,Part-time,Professional occupations in natural and applied sciences,Males,10.6,53.0,-70.0
3473,2021-01,Quebec,Part-time,Professional occupations in natural and applied sciences,Females,1.8,53.0,-70.0
3474,2021-01,Quebec,Part-time,Technical occupations related to natural and applied sciences,Both sexes,7.7,53.0,-70.0
3475,2021-01,Quebec,Part-time,Technical occupations related to natural and applied sciences,Males,5.3,53.0,-70.0
3476,2021-01,Quebec,Part-time,Technical occupations related to natural and applied sciences,Females,2.4,53.0,-70.0
3477,2021-01,Quebec,Part-time,Health occupations,Both sexes,58.0,53.0,-70.0
3478,2021-01,Quebec,Part-time,Health occupations,Males,7.7,53.0,-70.0
3479,2021-01,Quebec,Part-time,Health occupations,Females,50.3,53.0,-70.0
3480,2021-01,Quebec,Part-time,Professional occupations in nursing,Both sexes,11.4,53.0,-70.0
3481,2021-01,Quebec,Part-time,Professional occupations in nursing,Males,,53.0,-70.0
3482,2021-01,Quebec,Part-time,Professional occupations in nursing,Females,10.9,53.0,-70.0
3483,2021-01,Quebec,Part-time,Professional occupations in health (except nursing),Both sexes,16.0,53.0,-70.0
3484,2021-01,Quebec,Part-time,Professional occupations in health (except nursing),Males,5.0,53.0,-70.0
3485,2021-01,Quebec,Part-time,Professional occupations in health (except nursing),Females,11.0,53.0,-70.0
3486,2021-01,Quebec,Part-time,Technical occupations in health,Both sexes,14.1,53.0,-70.0
3487,2021-01,Quebec,Part-time,Technical occupations in health,Males,,53.0,-70.0
3488,2021-01,Quebec,Part-time,Technical occupations in health,Females,13.1,53.0,-70.0
3489,2021-01,Quebec,Part-time,Assisting occupations in support of health services,Both sexes,16.5,53.0,-70.0
3490,2021-01,Quebec,Part-time,Assisting occupations in support of health services,Males,,53.0,-70.0
3491,2021-01,Quebec,Part-time,Assisting occupations in support of health services,Females,15.2,53.0,-70.0
3492,2021-01,Quebec,Part-time,"Occupations in education, law and social, community and government services",Both sexes,118.0,53.0,-70.0
3493,2021-01,Quebec,Part-time,"Occupations in education, law and social, community and government services",Males,29.7,53.0,-70.0
3494,2021-01,Quebec,Part-time,"Occupations in education, law and social, community and government services",Females,88.2,53.0,-70.0
3495,2021-01,Quebec,Part-time,Professional occupations in education services,Both sexes,59.0,53.0,-70.0
3496,2021-01,Quebec,Part-time,Professional occupations in education services,Males,17.4,53.0,-70.0
3497,2021-01,Quebec,Part-time,Professional occupations in education services,Females,41.6,53.0,-70.0
3498,2021-01,Quebec,Part-time,"Professional occupations in law and social, community and government services",Both sexes,9.4,53.0,-70.0
3499,2021-01,Quebec,Part-time,"Professional occupations in law and social, community and government services",Males,4.8,53.0,-70.0
3500,2021-01,Quebec,Part-time,"Professional occupations in law and social, community and government services",Females,4.6,53.0,-70.0
3501,2021-01,Quebec,Part-time,"Paraprofessional occupations in legal, social, community and education services",Both sexes,33.0,53.0,-70.0
3502,2021-01,Quebec,Part-time,"Paraprofessional occupations in legal, social, community and education services",Males,3.8,53.0,-70.0
3503,2021-01,Quebec,Part-time,"Paraprofessional occupations in legal, social, community and education services",Females,29.2,53.0,-70.0
3504,2021-01,Quebec,Part-time,Occupations in front-line public protection services,Both sexes,,53.0,-70.0
3505,2021-01,Quebec,Part-time,Occupations in front-line public protection services,Males,,53.0,-70.0
3506,2021-01,Quebec,Part-time,Occupations in front-line public protection services,Females,,53.0,-70.0
3507,2021-01,Quebec,Part-time,"Care providers and educational, legal and public protection support occupations",Both sexes,15.2,53.0,-70.0
3508,2021-01,Quebec,Part-time,"Care providers and educational, legal and public protection support occupations",Males,2.4,53.0,-70.0
3509,2021-01,Quebec,Part-time,"Care providers and educational, legal and public protection support occupations",Females,12.8,53.0,-70.0
3510,2021-01,Quebec,Part-time,"Occupations in art, culture, recreation and sport",Both sexes,31.9,53.0,-70.0
3511,2021-01,Quebec,Part-time,"Occupations in art, culture, recreation and sport",Males,10.4,53.0,-70.0
3512,2021-01,Quebec,Part-time,"Occupations in art, culture, recreation and sport",Females,21.5,53.0,-70.0
3513,2021-01,Quebec,Part-time,Professional occupations in art and culture,Both sexes,10.2,53.0,-70.0
3514,2021-01,Quebec,Part-time,Professional occupations in art and culture,Males,3.5,53.0,-70.0
3515,2021-01,Quebec,Part-time,Professional occupations in art and culture,Females,6.8,53.0,-70.0
3516,2021-01,Quebec,Part-time,"Technical occupations in art, culture, recreation and sport",Both sexes,21.7,53.0,-70.0
3517,2021-01,Quebec,Part-time,"Technical occupations in art, culture, recreation and sport",Males,6.9,53.0,-70.0
3518,2021-01,Quebec,Part-time,"Technical occupations in art, culture, recreation and sport",Females,14.7,53.0,-70.0
3519,2021-01,Quebec,Part-time,Sales and service occupations,Both sexes,277.7,53.0,-70.0
3520,2021-01,Quebec,Part-time,Sales and service occupations,Males,111.2,53.0,-70.0
3521,2021-01,Quebec,Part-time,Sales and service occupations,Females,166.5,53.0,-70.0
3522,2021-01,Quebec,Part-time,Retail sales supervisors and specialized sales occupations,Both sexes,6.6,53.0,-70.0
3523,2021-01,Quebec,Part-time,Retail sales supervisors and specialized sales occupations,Males,2.4,53.0,-70.0
3524,2021-01,Quebec,Part-time,Retail sales supervisors and specialized sales occupations,Females,4.2,53.0,-70.0
3525,2021-01,Quebec,Part-time,Service supervisors and specialized service occupations,Both sexes,30.2,53.0,-70.0
3526,2021-01,Quebec,Part-time,Service supervisors and specialized service occupations,Males,13.7,53.0,-70.0
3527,2021-01,Quebec,Part-time,Service supervisors and specialized service occupations,Females,16.4,53.0,-70.0
3528,2021-01,Quebec,Part-time,Sales representatives and salespersons - wholesale and retail trade,Both sexes,26.6,53.0,-70.0
3529,2021-01,Quebec,Part-time,Sales representatives and salespersons - wholesale and retail trade,Males,6.4,53.0,-70.0
3530,2021-01,Quebec,Part-time,Sales representatives and salespersons - wholesale and retail trade,Females,20.3,53.0,-70.0
3531,2021-01,Quebec,Part-time,Service representatives and other customer and personal services occupations,Both sexes,34.7,53.0,-70.0
3532,2021-01,Quebec,Part-time,Service representatives and other customer and personal services occupations,Males,11.6,53.0,-70.0
3533,2021-01,Quebec,Part-time,Service representatives and other customer and personal services occupations,Females,23.1,53.0,-70.0
3534,2021-01,Quebec,Part-time,Sales support occupations,Both sexes,84.7,53.0,-70.0
3535,2021-01,Quebec,Part-time,Sales support occupations,Males,35.3,53.0,-70.0
3536,2021-01,Quebec,Part-time,Sales support occupations,Females,49.4,53.0,-70.0
3537,2021-01,Quebec,Part-time,"Service support and other service occupations, n.e.c.",Both sexes,94.8,53.0,-70.0
3538,2021-01,Quebec,Part-time,"Service support and other service occupations, n.e.c.",Males,41.7,53.0,-70.0
3539,2021-01,Quebec,Part-time,"Service support and other service occupations, n.e.c.",Females,53.1,53.0,-70.0
3540,2021-01,Quebec,Part-time,"Trades, transport and equipment operators and related occupations",Both sexes,66.4,53.0,-70.0
3541,2021-01,Quebec,Part-time,"Trades, transport and equipment operators and related occupations",Males,58.4,53.0,-70.0
3542,2021-01,Quebec,Part-time,"Trades, transport and equipment operators and related occupations",Females,8.0,53.0,-70.0
3543,2021-01,Quebec,Part-time,"Industrial, electrical and construction trades",Both sexes,10.9,53.0,-70.0
3544,2021-01,Quebec,Part-time,"Industrial, electrical and construction trades",Males,10.3,53.0,-70.0
3545,2021-01,Quebec,Part-time,"Industrial, electrical and construction trades",Females,,53.0,-70.0
3546,2021-01,Quebec,Part-time,Maintenance and equipment operation trades,Both sexes,5.0,53.0,-70.0
3547,2021-01,Quebec,Part-time,Maintenance and equipment operation trades,Males,4.3,53.0,-70.0
3548,2021-01,Quebec,Part-time,Maintenance and equipment operation trades,Females,,53.0,-70.0
3549,2021-01,Quebec,Part-time,"Other installers, repairers and servicers and material handlers",Both sexes,6.4,53.0,-70.0
3550,2021-01,Quebec,Part-time,"Other installers, repairers and servicers and material handlers",Males,6.4,53.0,-70.0
3551,2021-01,Quebec,Part-time,"Other installers, repairers and servicers and material handlers",Females,,53.0,-70.0
3552,2021-01,Quebec,Part-time,Transport and heavy equipment operation and related maintenance occupations,Both sexes,39.7,53.0,-70.0
3553,2021-01,Quebec,Part-time,Transport and heavy equipment operation and related maintenance occupations,Males,33.1,53.0,-70.0
3554,2021-01,Quebec,Part-time,Transport and heavy equipment operation and related maintenance occupations,Females,6.5,53.0,-70.0
3555,2021-01,Quebec,Part-time,"Trades helpers, construction labourers and related occupations",Both sexes,4.5,53.0,-70.0
3556,2021-01,Quebec,Part-time,"Trades helpers, construction labourers and related occupations",Males,4.2,53.0,-70.0
3557,2021-01,Quebec,Part-time,"Trades helpers, construction labourers and related occupations",Females,,53.0,-70.0
3558,2021-01,Quebec,Part-time,"Natural resources, agriculture and related production occupations",Both sexes,8.1,53.0,-70.0
3559,2021-01,Quebec,Part-time,"Natural resources, agriculture and related production occupations",Males,7.4,53.0,-70.0
3560,2021-01,Quebec,Part-time,"Natural resources, agriculture and related production occupations",Females,,53.0,-70.0
3561,2021-01,Quebec,Part-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Both sexes,,53.0,-70.0
3562,2021-01,Quebec,Part-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Males,,53.0,-70.0
3563,2021-01,Quebec,Part-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Females,,53.0,-70.0
3564,2021-01,Quebec,Part-time,"Workers in natural resources, agriculture and related production",Both sexes,4.3,53.0,-70.0
3565,2021-01,Quebec,Part-time,"Workers in natural resources, agriculture and related production",Males,3.6,53.0,-70.0
3566,2021-01,Quebec,Part-time,"Workers in natural resources, agriculture and related production",Females,,53.0,-70.0
3567,2021-01,Quebec,Part-time,"Harvesting, landscaping and natural resources labourers",Both sexes,3.8,53.0,-70.0
3568,2021-01,Quebec,Part-time,"Harvesting, landscaping and natural resources labourers",Males,3.8,53.0,-70.0
3569,2021-01,Quebec,Part-time,"Harvesting, landscaping and natural resources labourers",Females,,53.0,-70.0
3570,2021-01,Quebec,Part-time,Occupations in manufacturing and utilities,Both sexes,6.3,53.0,-70.0
3571,2021-01,Quebec,Part-time,Occupations in manufacturing and utilities,Males,3.0,53.0,-70.0
3572,2021-01,Quebec,Part-time,Occupations in manufacturing and utilities,Females,3.3,53.0,-70.0
3573,2021-01,Quebec,Part-time,"Processing, manufacturing and utilities supervisors and central control operators",Both sexes,,53.0,-70.0
3574,2021-01,Quebec,Part-time,"Processing, manufacturing and utilities supervisors and central control operators",Males,,53.0,-70.0
3575,2021-01,Quebec,Part-time,"Processing, manufacturing and utilities supervisors and central control operators",Females,,53.0,-70.0
3576,2021-01,Quebec,Part-time,Processing and manufacturing machine operators and related production workers,Both sexes,3.8,53.0,-70.0
3577,2021-01,Quebec,Part-time,Processing and manufacturing machine operators and related production workers,Males,,53.0,-70.0
3578,2021-01,Quebec,Part-time,Processing and manufacturing machine operators and related production workers,Females,2.9,53.0,-70.0
3579,2021-01,Quebec,Part-time,Assemblers in manufacturing,Both sexes,,53.0,-70.0
3580,2021-01,Quebec,Part-time,Assemblers in manufacturing,Males,,53.0,-70.0
3581,2021-01,Quebec,Part-time,Assemblers in manufacturing,Females,,53.0,-70.0
3582,2021-01,Quebec,Part-time,"Labourers in processing, manufacturing and utilities",Both sexes,1.9,53.0,-70.0
3583,2021-01,Quebec,Part-time,"Labourers in processing, manufacturing and utilities",Males,1.8,53.0,-70.0
3584,2021-01,Quebec,Part-time,"Labourers in processing, manufacturing and utilities",Females,,53.0,-70.0
3585,2021-01,Quebec,Part-time,Unclassified occupations,Both sexes,,53.0,-70.0
3586,2021-01,Quebec,Part-time,Unclassified occupations,Males,,53.0,-70.0
3587,2021-01,Quebec,Part-time,Unclassified occupations,Females,,53.0,-70.0
3588,2021-01,Quebec,Unemployment,Total Employment,Both sexes,421.1,53.0,-70.0
3589,2021-01,Quebec,Unemployment,Total Employment,Males,238.1,53.0,-70.0
3590,2021-01,Quebec,Unemployment,Total Employment,Females,183.1,53.0,-70.0
3591,2021-01,Quebec,Unemployment,Management occupations,Both sexes,13.7,53.0,-70.0
3592,2021-01,Quebec,Unemployment,Management occupations,Males,12.0,53.0,-70.0
3593,2021-01,Quebec,Unemployment,Management occupations,Females,1.7,53.0,-70.0
3594,2021-01,Quebec,Unemployment,Senior management occupations,Both sexes,,53.0,-70.0
3595,2021-01,Quebec,Unemployment,Senior management occupations,Males,,53.0,-70.0
3596,2021-01,Quebec,Unemployment,Senior management occupations,Females,,53.0,-70.0
3597,2021-01,Quebec,Unemployment,Specialized middle management occupations -,Both sexes,2.2,53.0,-70.0
3598,2021-01,Quebec,Unemployment,Specialized middle management occupations -,Males,2.0,53.0,-70.0
3599,2021-01,Quebec,Unemployment,Specialized middle management occupations -,Females,,53.0,-70.0
3600,2021-01,Quebec,Unemployment,Middle management occupations in retail and wholesale trade and customer services,Both sexes,7.8,53.0,-70.0
3601,2021-01,Quebec,Unemployment,Middle management occupations in retail and wholesale trade and customer services,Males,6.3,53.0,-70.0
3602,2021-01,Quebec,Unemployment,Middle management occupations in retail and wholesale trade and customer services,Females,1.5,53.0,-70.0
3603,2021-01,Quebec,Unemployment,"Middle management occupations in trades, transportation, production and utilities -",Both sexes,3.6,53.0,-70.0
3604,2021-01,Quebec,Unemployment,"Middle management occupations in trades, transportation, production and utilities -",Males,3.6,53.0,-70.0
3605,2021-01,Quebec,Unemployment,"Middle management occupations in trades, transportation, production and utilities -",Females,,53.0,-70.0
3606,2021-01,Quebec,Unemployment,"Business, finance and administration occupations",Both sexes,27.2,53.0,-70.0
3607,2021-01,Quebec,Unemployment,"Business, finance and administration occupations",Males,9.3,53.0,-70.0
3608,2021-01,Quebec,Unemployment,"Business, finance and administration occupations",Females,17.9,53.0,-70.0
3609,2021-01,Quebec,Unemployment,Professional occupations in business and finance,Both sexes,2.1,53.0,-70.0
3610,2021-01,Quebec,Unemployment,Professional occupations in business and finance,Males,,53.0,-70.0
3611,2021-01,Quebec,Unemployment,Professional occupations in business and finance,Females,,53.0,-70.0
3612,2021-01,Quebec,Unemployment,Administrative and financial supervisors and administrative occupations,Both sexes,10.1,53.0,-70.0
3613,2021-01,Quebec,Unemployment,Administrative and financial supervisors and administrative occupations,Males,2.1,53.0,-70.0
3614,2021-01,Quebec,Unemployment,Administrative and financial supervisors and administrative occupations,Females,8.0,53.0,-70.0
3615,2021-01,Quebec,Unemployment,"Finance, insurance and related business administrative occupations",Both sexes,,53.0,-70.0
3616,2021-01,Quebec,Unemployment,"Finance, insurance and related business administrative occupations",Males,,53.0,-70.0
3617,2021-01,Quebec,Unemployment,"Finance, insurance and related business administrative occupations",Females,,53.0,-70.0
3618,2021-01,Quebec,Unemployment,Office support occupations,Both sexes,7.3,53.0,-70.0
3619,2021-01,Quebec,Unemployment,Office support occupations,Males,,53.0,-70.0
3620,2021-01,Quebec,Unemployment,Office support occupations,Females,6.3,53.0,-70.0
3621,2021-01,Quebec,Unemployment,"Distribution, tracking and scheduling co-ordination occupations",Both sexes,7.4,53.0,-70.0
3622,2021-01,Quebec,Unemployment,"Distribution, tracking and scheduling co-ordination occupations",Males,5.2,53.0,-70.0
3623,2021-01,Quebec,Unemployment,"Distribution, tracking and scheduling co-ordination occupations",Females,2.2,53.0,-70.0
3624,2021-01,Quebec,Unemployment,Natural and applied sciences and related occupations,Both sexes,16.0,53.0,-70.0
3625,2021-01,Quebec,Unemployment,Natural and applied sciences and related occupations,Males,11.4,53.0,-70.0
3626,2021-01,Quebec,Unemployment,Natural and applied sciences and related occupations,Females,4.5,53.0,-70.0
